,Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
251,Honda,Jazz,Coimbatore,2017,49575,82,13.1,Petrol,Manual,First,5,,7.17,3,1199
252,Hyundai,i10,Jaipur,2010,83000,103.6,19.91,Petrol,Manual,First,5,,1.75,10,1086
253,Hyundai,Tucson,Kochi,2018,51346,88.7,18.7,Diesel,Automatic,First,5,,21.99,2,1995
254,Toyota,Innova,Pune,2017,43000,68.05,19.81,Diesel,Manual,First,7,25.52 Lakh,18.65,3,2393
255,Maruti,Omni,Jaipur,2011,35000,183,16.38,Petrol,Manual,Third,5,,1.85,9,796
256,Maruti,Swift,Coimbatore,2017,27872,147.8,13.68,Petrol,Manual,Second,5,,5.95,3,1197
257,Hyundai,Grand i10,Mumbai,2014,16514,35,19.7,Petrol,Manual,First,5,,3.75,6,1197
258,Maruti,Swift,Pune,2012,120000,81.8,20.4,Diesel,Manual,First,5,,3.75,8,1248
259,Hyundai,Verna,Hyderabad,2008,143275,82,18.9,Diesel,Manual,First,5,14.07 Lakh,2.6,12,1582
260,Hyundai,Santro,Hyderabad,2006,99000,74,22.9,Petrol,Manual,First,5,,1.75,14,1086
261,Hyundai,i20,Mumbai,2010,52000,126.2,22,Petrol,Manual,First,5,,2.8,10,1197
262,Mercedes-Benz,GLE,Coimbatore,2017,29819,,0,Diesel,Automatic,First,5,95.13 Lakh,61.29,3,2987
263,Mercedes-Benz,New C-Class,Bangalore,2014,57000,80,17,Diesel,Manual,Second,5,,18,6,2148
264,Maruti,Ritz,Hyderabad,2014,88500,254.79,11.57,Diesel,Manual,First,5,,4.35,6,1248
265,Hyundai,Creta,Bangalore,2016,28000,170,15.8,Diesel,Manual,First,5,,13.75,4,1582
266,Maruti,A-Star,Pune,2010,67000,73.94,23.2,Petrol,Manual,First,5,,2,10,998
267,Renault,Duster,Delhi,2016,26000,126.2,19.67,Diesel,Manual,First,5,,10,4,1461
268,Fiat,Punto,Delhi,2010,120000,66.1,19,Diesel,Manual,First,5,,1.65,10,1248
269,BMW,X3,Coimbatore,2017,51982,108.45,19.64,Diesel,Automatic,First,5,,45.77,3,2993
270,Hyundai,i10,Bangalore,2010,36000,76,17.8,Petrol,Manual,Second,5,,3.25,10,1197
271,Toyota,Innova,Pune,2016,47000,258,16.55,Diesel,Manual,First,7,,12.8,4,2494
272,Maruti,Zen,Mumbai,2002,60000,78.9,20.36,Petrol,Manual,Third,5,,0.55,18,993
273,Maruti,Swift,Hyderabad,2018,31025,102,12.8,Diesel,Manual,First,5,,7.15,2,1248
274,Mahindra,Scorpio,Pune,2013,105000,60,17.3,Diesel,Manual,Second,8,,7,7,2179
275,Tata,Zest,Pune,2017,121900,74,28.4,Diesel,Manual,First,5,8.34 Lakh,3.75,3,1248
276,Ford,EcoSport,Mumbai,2017,22695,120,12.05,Petrol,Manual,First,5,,8.5,3,999
277,Maruti,Swift Dzire,Jaipur,2012,73000,74,22.95,Diesel,Manual,First,5,,4.35,8,1248
278,Maruti,Alto,Kochi,2016,32227,123.24,18.88,Petrol,Manual,First,5,,3.26,4,796
279,Honda,City,Jaipur,2011,55000,74,23.4,Petrol,Manual,First,5,,4.21,9,1497
280,Audi,Q7,Kochi,2018,11287,47.3,22.74,Diesel,Automatic,First,7,,70.36,2,2967
281,Skoda,Laura,Mumbai,2009,48000,118,17,Diesel,Automatic,Second,5,,2.95,11,1896
282,Hyundai,Verna,Kochi,2012,54308,241.4,12.07,Petrol,Manual,First,5,,4.28,8,1591
283,Honda,City,Jaipur,2009,78442,105,17,Petrol,Automatic,First,5,,3.57,11,1497
284,Hyundai,i20,Kolkata,2013,46000,121.3,17.1,Diesel,Manual,First,5,,3.11,7,1396
285,Hyundai,i20,Coimbatore,2014,45051,118,16.8,Petrol,Automatic,First,5,,5.96,6,1396
286,Volkswagen,Vento,Hyderabad,2011,69000,88.8,21.9,Diesel,Manual,First,5,,4.7,9,1598
287,Honda,City,Ahmedabad,2014,49000,98.6,15,Petrol,Manual,First,5,,6.9,6,1497
288,Tata,Zest,Pune,2018,45000,103.6,20.54,Diesel,Manual,First,5,8.34 Lakh,5.25,2,1248
289,BMW,5 Series,Pune,2015,64000,117.3,17.4,Diesel,Automatic,First,5,,28,5,1995
290,Maruti,Wagon R,Delhi,2009,60000,74,22.95,Petrol,Manual,First,5,,1.35,11,1061
291,Honda,Jazz,Delhi,2015,62178,177,18.48,Petrol,Manual,First,5,8.85 Lakh,4.85,5,1199
292,Volkswagen,Jetta,Coimbatore,2012,58006,67,18.9,Diesel,Manual,First,5,,6.7,8,1896
293,Hyundai,i10,Hyderabad,2010,74000,88.7,18.2,Petrol,Manual,First,5,,3.1,10,1197
294,Mercedes-Benz,New C-Class,Kochi,2015,77771,105,15,Diesel,Automatic,First,5,,18.64,5,2143
295,Hyundai,i10,Pune,2012,45275,78.9,20.36,Petrol,Manual,First,5,,2.8,8,1197
296,Toyota,Innova,Chennai,2016,48000,170,19.27,Diesel,Manual,First,7,25.4 Lakh,20.25,4,2393
297,Audi,A6,Kochi,2015,31652,78.9,20.36,Diesel,Automatic,First,5,,26.78,5,1968
298,Toyota,Innova,Hyderabad,2010,109000,147.8,13.68,Diesel,Manual,Second,7,,8.26,10,2494
299,Volkswagen,Polo,Mumbai,2015,31978,174.33,17.68,Petrol,Manual,First,5,,3.89,5,1198
300,Maruti,Alto,Hyderabad,2011,70000,100.6,12.99,Petrol,Manual,First,5,,2.1,9,998
301,Honda,City,Mumbai,2017,15000,73.9,16.47,Petrol,Automatic,First,5,16.67 Lakh,12.69,3,1497
302,Tata,Indigo,Coimbatore,2013,59138,67.1,20.92,Diesel,Manual,First,5,,2.58,7,1405
303,Audi,A6,Kochi,2014,61726,117.3,18,Diesel,Automatic,First,5,,20.77,6,1968
304,Mercedes-Benz,GLA,Delhi,2015,48000,70,17,Diesel,Automatic,First,5,,20.26,5,2143
305,Hyundai,Santro,Chennai,2006,58000,174.33,17.68,Petrol,Manual,Second,5,,1.5,14,1086
306,Maruti,Swift,Kolkata,2011,60020,136,17.9,Diesel,Manual,First,5,,2.5,9,1248
307,Maruti,Celerio,Hyderabad,2014,77815,,0,Petrol,Automatic,First,5,,4.25,6,998
308,Mercedes-Benz,GLE,Hyderabad,2017,29000,,17.8,Diesel,Automatic,First,5,79.43 Lakh,57,3,2143
309,Land,Rover,Delhi,2017,44000,67.04,23.1,Diesel,Automatic,First,5,,44,3,2179
310,Volkswagen,Vento,Hyderabad,2011,108626,201.15,17.9,Diesel,Manual,First,5,,3.65,9,1598
311,Maruti,Omni,Hyderabad,2012,71791,187.7,12.7,Petrol,Manual,First,5,,2.05,8,796
312,Honda,Brio,Kochi,2012,91931,103.6,20.54,Petrol,Manual,First,5,6.62 Lakh,3.13,8,1198
313,Tata,Sumo,Hyderabad,2000,158000,35,14,Diesel,Manual,Second,7,,1.5,20,2956
314,Tata,Indica,Pune,2012,91183,86.8,18.5,Diesel,Manual,First,5,,2.85,8,1248
315,Maruti,Wagon R,Delhi,2012,65000,83.1,14.07,Petrol,Manual,First,5,,2.65,8,998
316,Mahindra,XUV500,Hyderabad,2015,88428,75,18,Diesel,Manual,First,7,,10.6,5,2179
317,Tata,Indigo,Pune,2008,138000,67.1,18.9,Diesel,Manual,Second,5,,1.25,12,1396
318,Maruti,Ertiga,Mumbai,2018,18000,140,16,Petrol,Manual,First,7,,8.25,2,1373
319,Honda,Accord,Mumbai,2011,60000,70,17.1,Petrol,Automatic,First,5,,4.45,9,2354
320,Maruti,Swift Dzire,Kolkata,2012,48000,93.7,16.02,Diesel,Manual,First,5,,3.7,8,1248
321,Ford,Fiesta,Hyderabad,2009,160000,177.6,11.7,Diesel,Manual,First,5,,2.8,11,1399
322,Honda,City,Kolkata,2008,40000,73.9,19.3,Petrol,Manual,First,5,,1.8,12,1497
323,Audi,A6,Kochi,2014,51495,68,17.8,Diesel,Automatic,First,5,,21.95,6,1968
324,BMW,6 Series,Mumbai,2011,30000,78,17.7,Diesel,Automatic,First,4,,49,9,2993
325,Audi,Q7,Coimbatore,2017,97430,174.33,17.68,Diesel,Automatic,First,7,1.04 Cr,62.67,3,2967
326,Maruti,Zen,Pune,2008,42496,313,9.52,CNG,Manual,First,5,,1.4,12,998
327,Hyundai,i20,Pune,2012,83000,245,14.75,Diesel,Manual,First,5,,5.5,8,1396
328,Hyundai,i10,Bangalore,2009,37000,67.1,26.3,Petrol,Automatic,Third,5,,2.95,11,1197
329,Honda,Jazz,Kochi,2016,28503,90,23,Petrol,Automatic,First,5,,6.86,4,1199
330,Maruti,Swift,Hyderabad,2015,76496,78.9,16.95,Diesel,Manual,First,5,,6.15,5,1248
331,Hyundai,i20,Pune,2011,79152,88.7,19,Petrol,Manual,Second,5,,3.3,9,1197
332,Volkswagen,Polo,Kolkata,2011,32000,74,25.2,Petrol,Manual,First,5,,2.55,9,1198
333,Maruti,Alto,Ahmedabad,2009,35000,82.85,18.5,Petrol,Manual,First,5,,1.5,11,796
334,Toyota,Corolla,Chennai,2004,105000,73.9,16.47,Petrol,Automatic,Second,5,,2.5,16,1794
335,Maruti,Alto,Chennai,2006,56000,46.3,19.7,Petrol,Manual,Second,5,,1.4,14,796
336,Tata,Manza,Pune,2012,73000,125,11.3,Diesel,Manual,First,5,,3.4,8,1248
337,Maruti,Alto,Pune,2012,38000,46.3,19.7,Petrol,Manual,First,5,,2.25,8,796
338,Skoda,Octavia,Kolkata,2013,775000,88.8,21.12,Diesel,Automatic,First,5,,7.5,7,1968
339,Toyota,Corolla,Kolkata,2008,80000,46.3,19.7,Petrol,Automatic,First,5,,2.8,12,1794
340,Hyundai,i20,Coimbatore,2016,24973,141,19.3,Petrol,Manual,First,5,,7.66,4,1197
341,Maruti,Vitara,Chennai,2016,45000,125,11.3,Diesel,Manual,First,5,9.12 Lakh,7.15,4,1248
342,Honda,City,Delhi,2010,87430,81.83,18.6,Petrol,Manual,First,5,,3.5,10,1497
343,Tata,Indica,Hyderabad,2014,133944,88.5,24.3,Diesel,Manual,Second,5,,3.5,6,1248
344,Honda,Amaze,Kolkata,2013,57000,118,17,Diesel,Manual,First,5,,3.45,7,1498
345,Hyundai,EON,Coimbatore,2016,27904,75,18,Petrol,Manual,First,5,,3.55,4,814
346,BMW,3 Series,Kochi,2015,30717,98.6,25.8,Diesel,Automatic,Second,5,58.67 Lakh,25.99,5,1995
347,Hyundai,Verna,Bangalore,2012,80000,55.2,21.1,Diesel,Manual,First,5,,5.25,8,1582
348,Tata,Manza,Ahmedabad,2013,47304,190,21.76,Diesel,Manual,First,5,,2.9,7,1248
349,Skoda,Octavia,Jaipur,2005,100000,126.32,22.32,Petrol,Automatic,First,5,28.37 Lakh,2.05,15,1984
350,Maruti,Alto,Pune,2017,30000,88.8,21.02,Petrol,Manual,First,5,4.48 Lakh,3.75,3,998
351,Ford,Ecosport,Mumbai,2014,68000,227,14.45,Diesel,Manual,First,5,,6.75,6,1498
352,Chevrolet,Spark,Kolkata,2011,21000,67.1,24.07,Petrol,Manual,Second,5,,0.95,9,995
353,Jaguar,XF,Hyderabad,2017,21000,89.84,22.7,Diesel,Automatic,First,5,72.64 Lakh,52,3,1999
354,Honda,CR-V,Jaipur,2007,119000,62,18,Petrol,Manual,Third,5,,3.91,13,1997
355,Skoda,Superb,Kochi,2019,13747,177,19.33,Petrol,Automatic,First,5,36.15 Lakh,27.3,1,1798
356,Hyundai,i10,Chennai,2009,620000,141.1,13.1,Petrol,Manual,First,5,,2.7,11,1197
357,Maruti,Swift,Delhi,2013,70000,177.46,14.67,Diesel,Manual,First,5,,3.5,7,1248
358,Maruti,Swift Dzire,Mumbai,2016,18000,78.9,20.36,Petrol,Automatic,First,5,,6.2,4,1197
359,Nissan,Micra,Chennai,2011,83000,74,22.9,Diesel,Manual,First,5,,2.75,9,1461
360,Maruti,Swift Dzire,Mumbai,2015,130000,83.14,18.5,Diesel,Manual,First,5,,3.25,5,1248
361,Ford,Fiesta,Pune,2012,63400,63.1,23.08,Diesel,Manual,First,5,,3.25,8,1399
362,Maruti,Zen,Kolkata,2003,65000,74,23.4,Petrol,Manual,First,5,,0.65,17,993
363,Mini,Clubman,Pune,2017,8350,67,17.8,Petrol,Manual,First,5,44.59 Lakh,35,3,1998
364,Toyota,Etios,Kolkata,2014,45000,60,17.3,Diesel,Manual,First,5,,3.25,6,1364
365,Maruti,Alto,Kolkata,2018,26200,192,13.8,Petrol,Manual,First,5,,2.9,2,796
366,Maruti,Alto,Bangalore,2011,11000,67.05,23.59,Petrol,Manual,Third,5,,2.9,9,796
367,BMW,X5,Bangalore,2009,90000,47.3,24.7,Diesel,Automatic,Second,5,,17.75,11,2993
368,Nissan,Teana,Mumbai,2015,74000,47,18.9,Petrol,Automatic,Second,5,,8.25,5,2496
369,Hyundai,Grand i10,Coimbatore,2015,37081,235,11,Petrol,Automatic,First,5,,5.77,5,1197
370,Maruti,Vitara,Hyderabad,2017,39000,179.5,11.07,Diesel,Manual,First,5,12 Lakh,9.49,3,1248
371,Audi,Q7,Mumbai,2008,99000,82,18.9,Diesel,Automatic,Third,7,,12.95,12,2967
372,Mercedes-Benz,GLA,Chennai,2015,38000,88.5,24.3,Diesel,Automatic,First,5,,20,5,2143
373,Maruti,800,Chennai,2007,72000,241.4,12.07,Petrol,Manual,Third,4,,1,13,796
374,Renault,Duster,Chennai,2015,93000,136,17.9,Diesel,Manual,Second,5,,7.1,5,1461
375,Toyota,Corolla,Mumbai,2017,5900,37,16.1,Diesel,Manual,First,5,,16.5,3,1364
376,Mercedes-Benz,New C-Class,Chennai,2014,25000,83.8,20.45,Diesel,Manual,First,5,,26,6,2148
377,Maruti,Ritz,Hyderabad,2010,68000,87.2,21.43,Diesel,Manual,Second,5,,3.2,10,1248
378,Honda,BRV,Kochi,2017,35676,170,15.8,Petrol,Automatic,First,7,14.65 Lakh,9.48,3,1497
379,Hyundai,Xcent,Kochi,2015,74310,73.9,21.1,Diesel,Manual,First,5,,4,5,1120
380,Mercedes-Benz,E-Class,Jaipur,2014,59364,117.3,16,Diesel,Automatic,First,5,,26.5,6,2143
381,Mercedes-Benz,B Class,Kochi,2014,41380,71,24.4,Petrol,Automatic,Second,5,,11.77,6,1595
382,Mercedes-Benz,E-Class,Bangalore,2017,33900,203,14.21,Diesel,Automatic,First,5,,37,3,2143
383,Honda,City,Mumbai,2016,28000,120.7,14.8,Petrol,Manual,First,5,,8.75,4,1497
384,Hyundai,Santro,Hyderabad,2007,50958,204,15,Petrol,Manual,First,5,,1.95,13,1086
385,Honda,City,Chennai,2011,93982,117.3,17.8,Petrol,Manual,First,5,,3.75,9,1497
386,Hyundai,Verna,Pune,2010,95000,,17,Petrol,Manual,First,5,,2.5,10,1599
387,Jaguar,XE,Mumbai,2017,9000,118,17,Petrol,Automatic,First,5,53.72 Lakh,34.5,3,1999
388,Honda,Amaze,Delhi,2015,52516,103.2,16.2,Petrol,Manual,First,5,,4.65,5,1198
389,Mini,Cooper,Bangalore,2015,20000,246.74,13.5,Petrol,Automatic,First,4,,32,5,1598
390,Mercedes-Benz,S Class,Coimbatore,2017,56451,86.7,18,Diesel,Automatic,First,5,,62.81,3,2987
391,Hyundai,EON,Chennai,2014,37000,122,18.86,Petrol,Manual,First,5,,3.25,6,814
392,Maruti,Wagon R,Kolkata,2014,17400,282,13.5,Petrol,Manual,First,5,,3.1,6,998
393,Maruti,Ritz,Coimbatore,2011,90207,55.2,21.1,Diesel,Manual,First,5,,3.91,9,1248
394,BMW,3 Series,Chennai,2011,89616,67.04,20.51,Diesel,Automatic,First,5,,11,9,1995
395,Tata,Xenon,Pune,2014,85000,73.9,21.1,Diesel,Manual,First,5,,3.5,6,2179
396,Audi,A3,Chennai,2014,79271,181,16.07,Diesel,Automatic,First,5,,16.5,6,1968
397,Land,Rover,Hyderabad,2012,56000,138.03,13.49,Diesel,Automatic,First,5,,30,8,2179
398,Mercedes-Benz,GL-Class,Pune,2010,85001,143,20.38,Diesel,Automatic,Second,7,,28,10,2987
399,Mitsubishi,Pajero,Hyderabad,2018,12000,187.7,12.7,Diesel,Automatic,First,7,33.91 Lakh,28,2,2477
400,Maruti,Alto,Jaipur,2010,125000,224,12,Petrol,Manual,First,5,,0.92,10,796
401,Maruti,Wagon R,Pune,2013,53000,175.56,13.5,Petrol,Manual,First,5,,2.75,7,1061
402,Land,Rover,Coimbatore,2017,34990,46.3,19.7,Diesel,Automatic,First,5,,53.83,3,2179
403,Hyundai,Verna,Pune,2011,49768,64,14,Petrol,Manual,Second,5,,4.95,9,1591
404,BMW,5 Series,Hyderabad,2013,56000,187.7,12.7,Diesel,Automatic,First,5,,33.5,7,2993
405,Jaguar,XF,Bangalore,2013,75000,121.3,17.01,Diesel,Automatic,First,5,,27.95,7,2993
406,Skoda,Superb,Hyderabad,2010,57000,218,16.73,Petrol,Automatic,First,5,,7.25,10,1798
407,Audi,Q3,Kochi,2017,37542,270.9,14.74,Diesel,Automatic,First,5,,25.71,3,1968
408,Land,Rover,Coimbatore,2014,95649,157.75,13.7,Diesel,Automatic,First,5,,29.67,6,2179
409,Mercedes-Benz,New C-Class,Jaipur,2013,35299,174.33,15.73,Diesel,Automatic,First,5,,19,7,2143
410,Mahindra,Scorpio,Kochi,2017,28464,187.7,12.7,Diesel,Manual,First,7,,13.05,3,2179
411,BMW,3 Series,Mumbai,2015,41000,170,14.84,Diesel,Automatic,First,5,60.88 Lakh,25.5,5,1995
412,Honda,BR-V,Pune,2017,9000,120,15.4,Petrol,Manual,First,7,12.51 Lakh,8.5,3,1497
413,Volvo,S80,Chennai,2010,92098,190,21.76,Diesel,Automatic,Second,5,,7.25,10,2400
414,Hyundai,Accent,Pune,2005,5834,117.3,15.4,Petrol,Manual,First,5,,0.8,15,1495
415,Hyundai,i20,Jaipur,2017,40250,215,16,Petrol,Manual,First,5,9.74 Lakh,6.9,3,1197
416,Mercedes-Benz,GLC,Coimbatore,2018,22397,94,13.2,Petrol,Automatic,First,5,95.38 Lakh,70.99,2,2996
417,Hyundai,EON,Kolkata,2015,20800,81.86,17.19,Petrol,Manual,Second,5,,2.25,5,814
418,Hyundai,Grand i10,Kochi,2018,40322,367,11.5,Petrol,Manual,First,5,,5.5,2,1197
419,Honda,City,Mumbai,2013,52576,55.2,21.1,Petrol,Manual,First,5,,4.35,7,1493
420,Volkswagen,Polo,Kolkata,2010,55000,81.86,18.9,Petrol,Manual,First,5,,2.25,10,1198
421,Audi,A6,Mumbai,2016,47000,100,13,Petrol,Automatic,First,5,60.59 Lakh,24.5,4,1798
422,Volkswagen,Jetta,Hyderabad,2010,42021,73.9,16.47,Diesel,Manual,First,5,,5.45,10,1968
423,Hyundai,Creta,Coimbatore,2017,23163,187.74,15.26,Petrol,Manual,First,5,,12.03,3,1591
424,Mercedes-Benz,New C-Class,Mumbai,2011,50000,,0,Petrol,Automatic,Second,5,,8.5,9,1796
425,Mini,Cooper,Mumbai,2014,11900,121.3,15.29,Petrol,Automatic,First,4,44.28 Lakh,28.5,6,1998
426,Hyundai,Santro,Pune,2006,108000,186,11.74,Petrol,Manual,Second,5,,1.2,14,1086
427,Toyota,Etios,Bangalore,2013,37000,189.08,16.82,Diesel,Manual,First,5,,5.75,7,1364
428,Honda,Brio,Delhi,2014,30000,,17,Petrol,Manual,Second,5,,3.2,6,1198
429,Maruti,Baleno,Coimbatore,2018,12831,67.04,23.59,Petrol,Automatic,First,5,,9.89,2,1197
430,Skoda,Laura,Coimbatore,2012,143017,86.8,19.4,Diesel,Automatic,First,5,,6.58,8,1968
431,Hyundai,EON,Kochi,2018,13102,83.1,21.4,Petrol,Manual,First,5,,4.06,2,814
432,Renault,Captur,Coimbatore,2019,24950,138.1,20,Diesel,Manual,First,5,,13.37,1,1461
433,BMW,5 Series,Coimbatore,2011,57832,55.2,21.1,Diesel,Automatic,First,5,,25.82,9,2993
434,Maruti,Alto,Kochi,2016,34267,108.45,20.37,Petrol,Manual,First,5,,3.74,4,796
435,Volvo,V40,Bangalore,2015,33000,258,16.2,Diesel,Automatic,Second,5,,22,5,1984
436,Maruti,Wagon R,Ahmedabad,2007,55100,47.3,22.74,Petrol,Manual,First,5,,1.45,13,998
437,Honda,City,Kolkata,2008,40000,150,16.8,Petrol,Manual,First,5,,2,12,1497
438,Maruti,Eeco,Kochi,2017,31841,67.1,18.9,CNG,Manual,First,5,,4.7,3,1196
439,Chevrolet,Enjoy,Kolkata,2014,15000,78,17.7,Petrol,Manual,First,8,,3.75,6,1399
440,Mahindra,Bolero,Coimbatore,2016,82756,73,15.1,Diesel,Manual,First,7,11.28 Lakh,7.7,4,2523
441,Hyundai,Santro,Coimbatore,2012,50243,98.79,13.7,Petrol,Manual,First,5,,3.35,8,1086
442,Hyundai,EON,Hyderabad,2014,20600,62.1,15.96,Petrol,Manual,First,5,,2.6,6,814
443,Hyundai,Creta,Coimbatore,2017,29952,,0,Petrol,Automatic,First,5,,13.77,3,1591
444,Volkswagen,Vento,Mumbai,2017,15000,55.2,21.1,Petrol,Manual,Second,5,11.48 Lakh,7.1,3,1598
445,Honda,Civic,Pune,2008,61938,121.3,13,Petrol,Automatic,Second,5,,2.65,12,1799
446,Tata,Indica,Hyderabad,2014,67000,103.5,16.09,Diesel,Manual,First,5,,2.5,6,1248
447,Mahindra,XUV500,Kochi,2013,61672,130,12.9,Diesel,Manual,First,7,,7.53,7,2179
448,Hyundai,i20,Coimbatore,2017,26185,74,22.3,Petrol,Manual,First,5,,7.98,3,1197
449,Audi,Q5,Bangalore,2014,38000,140,16,Diesel,Automatic,Second,5,,39,6,1968
450,Maruti,Ritz,Chennai,2011,67000,81.83,18.6,Petrol,Manual,Second,5,,2.25,9,1197
451,Mitsubishi,Cedia,Chennai,2010,66000,174.3,14.16,Petrol,Manual,Second,5,,3.85,10,1999
452,Toyota,Innova,Hyderabad,2015,80883,85.8,18.5,Diesel,Manual,First,7,,13.5,5,2494
453,Maruti,Celerio,Hyderabad,2016,80219,114,13.17,Diesel,Manual,First,5,,3.5,4,793
454,Maruti,S-Cross,Delhi,2018,12923,102,12.8,Diesel,Manual,First,5,11.26 Lakh,8.92,2,1248
455,Audi,Q3,Coimbatore,2016,86642,47,27.62,Diesel,Automatic,First,5,43.65 Lakh,20.37,4,1968
456,BMW,3 Series,Bangalore,2016,19235,88.5,25.1,Diesel,Automatic,First,5,62.07 Lakh,36.5,4,1995
457,Audi,Q7,Coimbatore,2016,51002,181,15.17,Diesel,Automatic,First,7,,48.91,4,4134
458,Hyundai,i20,Pune,2016,6800,190,21.76,Petrol,Manual,First,5,,7.2,4,1197
459,Renault,Duster,Hyderabad,2012,82749,335.2,11.33,Diesel,Manual,First,5,,5.99,8,1461
460,Hyundai,Xcent,Pune,2016,51000,81.83,18.6,Diesel,Manual,First,5,,5.25,4,1120
461,Ford,Ecosport,Delhi,2014,31465,108.45,19.01,Diesel,Manual,First,5,,6.5,6,1498
462,Volkswagen,Polo,Hyderabad,2013,76476,71,24.4,Petrol,Manual,First,5,,4.4,7,1198
463,Hyundai,Grand i10,Kolkata,2017,14000,89.84,22.7,Diesel,Manual,First,5,,4.6,3,1120
464,Tata,Manza,Ahmedabad,2013,47000,73.9,16.47,Diesel,Manual,First,5,,2.95,7,1248
465,Honda,City,Kolkata,2011,48466,70,24,Petrol,Manual,First,5,,3.26,9,1497
466,Hyundai,Santro,Bangalore,2008,46000,88.8,21.12,Petrol,Manual,Second,5,,2.22,12,1086
467,Toyota,Innova,Hyderabad,2012,162663,118,17,Diesel,Manual,First,7,,10.5,8,2494
468,Maruti,Ciaz,Coimbatore,2017,25142,62.1,17.92,Diesel,Manual,First,5,,8.26,3,1248
469,Toyota,Fortuner,Delhi,2013,69000,100,12.99,Diesel,Manual,First,7,,14.45,7,2982
470,Ford,Fiesta,Chennai,2009,80524,88.5,28.09,Petrol,Manual,Second,5,,2.5,11,1596
471,Mercedes-Benz,E-Class,Kochi,2018,26405,169,12.55,Petrol,Automatic,First,5,86.97 Lakh,51.43,2,1950
472,Mercedes-Benz,New C-Class,Chennai,2014,45000,,15.3,Diesel,Manual,First,5,,23,6,2148
473,Skoda,Yeti,Kolkata,2012,64284,191.34,12.6,Diesel,Manual,First,5,,5.5,8,1968
474,Hyundai,Grand i10,Delhi,2015,27000,170,15.8,Petrol,Manual,First,5,,4.5,5,1197
475,Ford,Figo,Hyderabad,2018,3678,108.49,17.72,Petrol,Manual,First,5,,6.8,2,1196
476,Skoda,Octavia,Mumbai,2013,21000,82,18.9,Petrol,Manual,First,5,,8.75,7,1395
477,Renault,Duster,Mumbai,2015,67000,86.8,18.16,Diesel,Manual,Second,5,,7,5,1461
478,Land,Rover,Delhi,2015,24000,138.02,16.8,Diesel,Automatic,Second,5,,33.5,5,1999
479,Ford,Figo,Chennai,2011,75000,83.8,19.87,Diesel,Manual,Second,5,,2.25,9,1399
480,Ford,Endeavour,Hyderabad,2008,179000,177,15.68,Diesel,Automatic,Second,7,,4.24,12,2953
481,Toyota,Fortuner,Coimbatore,2017,47198,68,20,Diesel,Manual,First,7,,28.42,3,2982
482,Volkswagen,Polo,Kolkata,2012,52000,156,12.8,Diesel,Manual,First,5,,2.75,8,1199
483,Maruti,Ritz,Jaipur,2011,91000,168.5,12.55,Diesel,Manual,First,5,,3,9,1248
484,Nissan,Micra,Pune,2013,60000,73.9,22.07,Diesel,Manual,First,5,,3.55,7,1461
485,Hyundai,Verna,Kolkata,2013,37873,73.94,23.2,Diesel,Manual,First,5,,4.8,7,1582
486,BMW,5 Series,Kolkata,2011,31000,63.1,23.08,Petrol,Automatic,First,5,,13.5,9,2497
487,Mercedes-Benz,GLS,Pune,2017,129000,126.32,22.32,Diesel,Automatic,First,7,1 Cr,56,3,2987
488,Honda,CR-V,Hyderabad,2004,78000,150,10.8,Petrol,Automatic,First,5,,3.99,16,2354
489,Hyundai,Creta,Bangalore,2016,32000,258,11,Diesel,Automatic,First,5,,15.5,4,1582
490,Hyundai,i10,Jaipur,2010,59000,187.4,12,Petrol,Manual,Second,5,,2.32,10,1086
491,Mercedes-Benz,A Class,Kochi,2016,35437,126.2,17.01,Diesel,Automatic,First,5,,18.58,4,2143
492,Maruti,Ertiga,Jaipur,2014,98000,68.05,19.81,Petrol,Manual,First,7,,5.5,6,1373
493,Skoda,Octavia,Chennai,2006,72000,136,20,Diesel,Manual,Second,5,,3.2,14,1896
494,Honda,Amaze,Pune,2015,79000,93.7,16.02,Petrol,Manual,First,5,,4,5,1198
495,Maruti,Zen,Chennai,2004,29000,66,18.7,Petrol,Manual,First,5,,1.6,16,993
496,Maruti,SX4,Kochi,2013,66012,86.7,18,Petrol,Manual,First,5,,4.15,7,1586
497,Honda,Brio,Mumbai,2014,35000,60,17.3,Petrol,Automatic,First,5,,4.25,6,1198
498,Maruti,Wagon R,Ahmedabad,2011,75000,103.3,15.5,Petrol,Manual,First,5,,2.6,9,998
499,Toyota,Camry,Mumbai,2008,80000,86.8,16.5,Petrol,Automatic,Second,5,,3.43,12,2362
500,Chevrolet,Beat,Kochi,2012,32717,67.1,18.9,Petrol,Manual,First,5,,2.55,8,1199
501,Toyota,Fortuner,Delhi,2017,25000,164.7,12.1,Diesel,Automatic,First,7,,32,3,2982
502,Ford,Ecosport,Mumbai,2014,79000,79.4,18.6,Diesel,Manual,First,5,,6.25,6,1498
503,Maruti,Swift,Hyderabad,2010,86000,168.5,12.55,Diesel,Manual,Second,5,,3.6,10,1248
504,Mercedes-Benz,S Class,Pune,2010,137000,89.84,22.7,Diesel,Automatic,First,5,,18.5,10,2987
505,Honda,Mobilio,Mumbai,2015,25000,75,17.8,Petrol,Manual,Second,7,,4.25,5,1497
